"ID","LocationISO2","VAT","TimeStamp","OEM","Category","CollectDTG","CollectedPrice","ConditionData","PriceConvertedUSD","CurrencyID","Description","LocationSpecific","ListingType","LocationCity","LocationCountry","CollectedOEM","CollectedModel","ModelYear","Notes","OptionalEquipmentIncluded","Qty","SellerCompany","SellerID","SellerNumberOfTransactions","SellerRating","SerialNumber","ShipsTo","NumberSold","SourceFilename","SourcePlatform","SourceType","SourceURL","CollectedTitle","ItemUserViewsData","ItemWatchers","Filename","MOSD","Date","Title","Model","ReqdDate","noOfTransactions","transactionMonths","noOfViews","locationCityFinal","locationStateFinal","locationCountryFinal","locationISO2Final","latitude","longitude","GeoRef","Tariff"
"10590571","NULL",1,"NULL","GE","CT","2018-04-10 18:00:44",585000,"Unknown","585000","USD","","NULL","NULL","Florida","United States","GE Healthcare","LightSpeed VCT XT","2007","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-vct-xt/4104408659.item","CT Scanner LightSpeed VCT XT GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed VCT XT CT Scanner LightSpeed VCT XT GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed VCT XT GE Healthcare","Lightspeed VCT 64","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","Florida United States",1
"10590663","NULL",1,"NULL","GE","CT","2018-04-10 18:00:55",51500,"Unknown","51500","USD","","NULL","NULL","Tennessee","United States","GE Healthcare","LightSpeed QXi","2001","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-qxi/374102847.item","CT Scanner LightSpeed QXi GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed QXi CT Scanner LightSpeed QXi GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed QXi GE Healthcare","Lightspeed QXi","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","Tennessee United States",1
"10590664","NULL",1,"NULL","GE","CT","2018-04-10 18:00:55",48500,"Unknown","48500","USD","","NULL","NULL","Tennessee","United States","GE Healthcare","LightSpeed QXi","2000","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-qxi/134954713.item","CT Scanner LightSpeed QXi GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed QXi CT Scanner LightSpeed QXi GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed QXi GE Healthcare","Lightspeed QXi","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","Tennessee United States",1
"10590665","NULL",1,"NULL","GE","CT","2018-04-10 18:00:55",45500,"Unknown","45500","USD","","NULL","NULL","Tennessee","United States","GE Healthcare","LightSpeed QXi","1999","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-qxi/223775352.item","CT Scanner LightSpeed QXi GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed QXi CT Scanner LightSpeed QXi GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed QXi GE Healthcare","Lightspeed QXi","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","Tennessee United States",1
"10590666","NULL",1,"NULL","GE","CT","2018-04-10 18:00:55",47500,"Unknown","47500","USD","","NULL","NULL","Tennessee","United States","GE Healthcare","LightSpeed QXi","1999","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-qxi/215370391.item","CT Scanner LightSpeed QXi GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed QXi CT Scanner LightSpeed QXi GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed QXi GE Healthcare","Lightspeed QXi","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","Tennessee United States",1
"10590667","NULL",1,"NULL","GE","CT","2018-04-10 18:00:55",47500,"Unknown","47500","USD","","NULL","NULL","Tennessee","United States","GE Healthcare","LightSpeed QXi","1998","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-qxi/834954683.item","CT Scanner LightSpeed QXi GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed QXi CT Scanner LightSpeed QXi GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed QXi GE Healthcare","Lightspeed QXi","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","Tennessee United States",1
"10590669","NULL",0.92,"NULL","GE","CT","2018-04-10 18:00:55",182117,"Unknown","182117","USD","","NULL","NULL","Tokyo","Japan","GE Healthcare","LightSpeed 16","2004","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-16/662997196.item","CT Scanner LightSpeed 16 GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed 16 CT Scanner LightSpeed 16 GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed 16 GE Healthcare","Lightspeed 16","2018-04-10",NA,NA,NA,"TBD","TBD","Japan","JP","TBD","TBD","Tokyo Japan",1
"10590673","NULL",0.95,"NULL","Siemens","CT","2018-04-10 18:00:55",50000,"Unknown","50000","USD","","NULL","NULL","NULL","United Arab Emirates","Siemens","SOMATOM Sensation 4","2003","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-sensation-4/993583748.item","CT Scanner SOMATOM Sensation 4 Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Sensation 4 CT Scanner SOMATOM Sensation 4 Siemens  ",2018-04-10,"CT Scanner SOMATOM Sensation 4 Siemens","Sensation 4","2018-04-10",NA,NA,NA,"TBD","TBD","United Arab Emirates","AE","TBD","TBD","United Arab Emirates",0.95
"10590714","NULL",1,"NULL","GE","CT","2018-04-10 18:00:58",115000,"Unknown","115000","USD","","NULL","NULL","New Jersey","United States","GE Healthcare","LightSpeed Plus","2002","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-plus/692810758.item","CT Scanner LightSpeed Plus GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed Plus CT Scanner LightSpeed Plus GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed Plus GE Healthcare","Lightspeed Plus","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","New Jersey United States",1
"10590715","NULL",1,"NULL","Siemens","CT","2018-04-10 18:00:58",50000,"Unknown","50000","USD","","NULL","NULL","New Jersey","United States","Siemens","SOMATOM Sensation 4","2002","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-sensation-4/592810768.item","CT Scanner SOMATOM Sensation 4 Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Sensation 4 CT Scanner SOMATOM Sensation 4 Siemens  ",2018-04-10,"CT Scanner SOMATOM Sensation 4 Siemens","Sensation 4","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","New Jersey United States",1
"10590716","NULL",1,"NULL","Siemens","CT","2018-04-10 18:00:58",120000,"Unknown","120000","USD","","NULL","NULL","New Jersey","United States","Siemens","SOMATOM Emotion 6","2004","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-emotion-6/852602645.item","CT Scanner SOMATOM Emotion 6 Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Emotion 6 CT Scanner SOMATOM Emotion 6 Siemens  ",2018-04-10,"CT Scanner SOMATOM Emotion 6 Siemens","Emotion 6","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","New Jersey United States",1
"10590717","NULL",0.82,"NULL","GE","CT","2018-04-10 18:00:58",228000,"Unknown","228000","USD","","NULL","NULL","Adana","Turkey","GE Healthcare","Optima CT520","2014","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/optima-ct520/427015622.item","CT Scanner Optima CT520 GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare Optima CT520 CT Scanner Optima CT520 GE Healthcare  ",2018-04-10,"CT Scanner Optima CT520 GE Healthcare","Optima 520","2018-04-10",NA,NA,NA,"TBD","TBD","Turkey","TR","TBD","TBD","Adana Turkey",1
"10590722","NULL",0.81,"NULL","Philips","CT","2018-04-10 18:00:58",98888,"Unknown","98888","USD","","NULL","NULL","North Rhine-Westphalia","Germany","Philips","Brilliance 64-slice","2006","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/philips/brilliance-64-slice/486185468.item","CT Scanner Brilliance 64-slice Philips","NULL","NULL","medicalDB180409.csv","CT Scanner Philips Brilliance 64-slice CT Scanner Brilliance 64-slice Philips  ",2018-04-10,"CT Scanner Brilliance 64-slice Philips","Brilliance 64","2018-04-10",NA,NA,NA,"TBD","TBD","Germany","DE","TBD","TBD","North Rhine-Westphalia Germany",0.98
"10590781","NULL",0.81,"NULL","GE","CT","2018-04-10 18:01:00",148331,"Unknown","148331","USD","","NULL","NULL","North Rhine-Westphalia","Germany","GE Healthcare","Optima CT520","2012","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/optima-ct520/617110161.item","CT Scanner Optima CT520 GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare Optima CT520 CT Scanner Optima CT520 GE Healthcare  ",2018-04-10,"CT Scanner Optima CT520 GE Healthcare","Optima 520","2018-04-10",NA,NA,NA,"TBD","TBD","Germany","DE","TBD","TBD","North Rhine-Westphalia Germany",0.98
"10590783","NULL",0.79,"NULL","GE","MRI","2018-04-10 18:01:00",135970,"Unknown","135970","USD","","NULL","NULL","East Flanders","Belgium","Siemens","SOMATOM Definition Dual Source","2009","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-definition-dual-source/181560657.item","CT Scanner SOMATOM Definition Dual Source Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Definition Dual Source CT Scanner SOMATOM Definition Dual Source Siemens  ",2018-04-10,"CT Scanner SOMATOM Definition Dual Source Siemens","Definition CT","2018-04-10",NA,NA,NA,"TBD","TBD","Belgium","BE","TBD","TBD","East Flanders Belgium",0.98
"10590785","NULL",0.79,"NULL","GE","MRI","2018-04-10 18:01:00",135970,"Unknown","135970","USD","","NULL","NULL","East Flanders","Belgium","Siemens","SOMATOM Definition Dual Source","2009","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-definition-dual-source/771692046.item","CT Scanner SOMATOM Definition Dual Source Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Definition Dual Source CT Scanner SOMATOM Definition Dual Source Siemens  ",2018-04-10,"CT Scanner SOMATOM Definition Dual Source Siemens","Definition CT","2018-04-10",NA,NA,NA,"TBD","TBD","Belgium","BE","TBD","TBD","East Flanders Belgium",0.98
"10590786","NULL",0.81,"NULL","GE","CT","2018-04-10 18:01:00",98888,"Unknown","98888","USD","","NULL","NULL","North Rhine-Westphalia","Germany","GE Healthcare","LightSpeed VCT 64","2006","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-vct-64/696079509.item","CT Scanner LightSpeed VCT 64 GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed VCT 64 CT Scanner LightSpeed VCT 64 GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed VCT 64 GE Healthcare","Lightspeed VCT 64","2018-04-10",NA,NA,NA,"TBD","TBD","Germany","DE","TBD","TBD","North Rhine-Westphalia Germany",0.98
"10590788","NULL",0.81,"NULL","GE","CT","2018-04-10 18:01:00",61805,"Unknown","61805","USD","","NULL","NULL","North Rhine-Westphalia","Germany","GE Healthcare","LightSpeed 16","2009","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-16/371692676.item","CT Scanner LightSpeed 16 GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed 16 CT Scanner LightSpeed 16 GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed 16 GE Healthcare","Lightspeed 16","2018-04-10",NA,NA,NA,"TBD","TBD","Germany","DE","TBD","TBD","North Rhine-Westphalia Germany",0.98
"10590910","NULL",0.83,"NULL","Siemens","CT","2018-04-10 18:01:03",80000,"Unknown","80000","USD","","NULL","NULL","Sindh","Pakistan","Siemens","Mobile SOMATOM Sensation 16","2012","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/mobile-somatom-sensation-16/718290521.item","CT Scanner Mobile SOMATOM Sensation 16 Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens Mobile SOMATOM Sensation 16 CT Scanner Mobile SOMATOM Sensation 16 Siemens  ",2018-04-10,"CT Scanner Mobile SOMATOM Sensation 16 Siemens","Sensation 16","2018-04-10",NA,NA,NA,"TBD","TBD","Pakistan","PK","TBD","TBD","Sindh Pakistan",0.97
"10590912","NULL",0.83,"NULL","Siemens","CT","2018-04-10 18:01:03",80000,"Unknown","80000","USD","","NULL","NULL","Sindh","Pakistan","Siemens","SOMATOM Sensation 64","2012","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-sensation-64/926776812.item","CT Scanner SOMATOM Sensation 64 Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Sensation 64 CT Scanner SOMATOM Sensation 64 Siemens  ",2018-04-10,"CT Scanner SOMATOM Sensation 64 Siemens","Sensation 64","2018-04-10",NA,NA,NA,"TBD","TBD","Pakistan","PK","TBD","TBD","Sindh Pakistan",0.97
"10590913","NULL",0.83,"NULL","Siemens","CT","2018-04-10 18:01:03",85000,"Unknown","85000","USD","","NULL","NULL","Sindh","Pakistan","Siemens","SOMATOM Emotion 16","2012","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-emotion-16/318289951.item","CT Scanner SOMATOM Emotion 16 Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Emotion 16 CT Scanner SOMATOM Emotion 16 Siemens  ",2018-04-10,"CT Scanner SOMATOM Emotion 16 Siemens","Emotion 16","2018-04-10",NA,NA,NA,"TBD","TBD","Pakistan","PK","TBD","TBD","Sindh Pakistan",0.97
"10590914","NULL",0.83,"NULL","GE","MRI","2018-04-10 18:01:03",85000,"Unknown","85000","USD","","NULL","NULL","Sindh","Pakistan","Siemens","SOMATOM Definition AS 40","2012","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-definition-as-40/185486338.item","CT Scanner SOMATOM Definition AS 40 Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Definition AS 40 CT Scanner SOMATOM Definition AS 40 Siemens  ",2018-04-10,"CT Scanner SOMATOM Definition AS 40 Siemens","Definition CT","2018-04-10",NA,NA,NA,"TBD","TBD","Pakistan","PK","TBD","TBD","Sindh Pakistan",0.97
"10590915","NULL",0.83,"NULL","GE","MRI","2018-04-10 18:01:03",120000,"Unknown","120000","USD","","NULL","NULL","Sindh","Pakistan","Siemens","SOMATOM Definition 64 Slice","2013","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-definition-64-slice/985486158.item","CT Scanner SOMATOM Definition 64 Slice Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Definition 64 Slice CT Scanner SOMATOM Definition 64 Slice Siemens  ",2018-04-10,"CT Scanner SOMATOM Definition 64 Slice Siemens","Definition CT","2018-04-10",NA,NA,NA,"TBD","TBD","Pakistan","PK","TBD","TBD","Sindh Pakistan",0.97
"10591022","NULL",1,"NULL","GE","CT","2018-04-10 18:01:08",32000,"Unknown","32000","USD","","NULL","NULL","Florida","United States","GE Healthcare","LightSpeed Ultra 8","2004","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-ultra-8/196518299.item","CT Scanner LightSpeed Ultra 8 GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed Ultra 8 CT Scanner LightSpeed Ultra 8 GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed Ultra 8 GE Healthcare","Lightspeed Ultra","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","Florida United States",1
"10591054","NULL",0.82,"NULL","Siemens","CT","2018-04-10 18:01:10",110000,"Unknown","110000","USD","","NULL","NULL","Tamil Nadu","India","Siemens","SOMATOM Sensation 64","2012","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-sensation-64/451493304.item","CT Scanner SOMATOM Sensation 64 Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Sensation 64 CT Scanner SOMATOM Sensation 64 Siemens  ",2018-04-10,"CT Scanner SOMATOM Sensation 64 Siemens","Sensation 64","2018-04-10",NA,NA,NA,"TBD","TBD","India","IN","TBD","TBD","Tamil Nadu India",0.925
"10591067","NULL",1,"NULL","GE","MRI","2018-04-10 18:01:15",85000,"Unknown","85000","USD","","NULL","NULL","California","United States","Siemens","SOMATOM Definition 128 Slice","2007","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-definition-128-slice/337936833.item","CT Scanner SOMATOM Definition 128 Slice Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Definition 128 Slice CT Scanner SOMATOM Definition 128 Slice Siemens  ",2018-04-10,"CT Scanner SOMATOM Definition 128 Slice Siemens","Definition CT","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","California United States",1
"10591070","NULL",0.79,"NULL","GE","CT","2018-04-10 18:01:15",85000,"Unknown","85000","USD","","NULL","NULL","Madrid","Spain","GE Healthcare","LightSpeed Plus","2011","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-plus/771209606.item","CT Scanner LightSpeed Plus GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed Plus CT Scanner LightSpeed Plus GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed Plus GE Healthcare","Lightspeed Plus","2018-04-10",NA,NA,NA,"TBD","TBD","Spain","ES","TBD","TBD","Madrid Spain",0.98
"10591072","NULL",0.92,"NULL","GE","CT","2018-04-10 18:01:15",130000,"Unknown","130000","USD","","NULL","NULL","Hyogo","Japan","GE Healthcare","LightSpeed VCT 64","2007","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-vct-64/962631035.item","CT Scanner LightSpeed VCT 64 GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed VCT 64 CT Scanner LightSpeed VCT 64 GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed VCT 64 GE Healthcare","Lightspeed VCT 64","2018-04-10",NA,NA,NA,"TBD","TBD","Japan","JP","TBD","TBD","Hyogo Japan",1
"10591143","NULL",1,"NULL","GE","MRI","2018-04-10 18:01:22",135000,"Unknown","135000","USD","","NULL","NULL","New Jersey","United States","Siemens","SOMATOM Definition 128 Slice","2007","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-definition-128-slice/751747194.item","CT Scanner SOMATOM Definition 128 Slice Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Definition 128 Slice CT Scanner SOMATOM Definition 128 Slice Siemens  ",2018-04-10,"CT Scanner SOMATOM Definition 128 Slice Siemens","Definition CT","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","New Jersey United States",1
"10591144","NULL",1,"NULL","Siemens","CT","2018-04-10 18:01:22",135000,"Unknown","135000","USD","","NULL","NULL","New Jersey","United States","Siemens","SOMATOM Sensation 64","2006","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-sensation-64/796441319.item","CT Scanner SOMATOM Sensation 64 Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Sensation 64 CT Scanner SOMATOM Sensation 64 Siemens  ",2018-04-10,"CT Scanner SOMATOM Sensation 64 Siemens","Sensation 64","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","New Jersey United States",1
"10591159","NULL",0.8,"NULL","GE","CT","2018-04-10 18:01:24",60000,"Unknown","60000","USD","","NULL","NULL","Île-de-France","France","GE Healthcare","LightSpeed 16","2006","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-16/626581722.item","CT Scanner LightSpeed 16 GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed 16 CT Scanner LightSpeed 16 GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed 16 GE Healthcare","Lightspeed 16","2018-04-10",NA,NA,NA,"TBD","TBD","France","FR","TBD","TBD","Île-de-France France",0.98
"10591162","NULL",0.95,"NULL","GE","CT","2018-04-10 18:01:24",165000,"Unknown","165000","USD","","NULL","NULL","NULL","United Arab Emirates","GE Healthcare","LightSpeed 16","2003","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-16/985319528.item","CT Scanner LightSpeed 16 GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed 16 CT Scanner LightSpeed 16 GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed 16 GE Healthcare","Lightspeed 16","2018-04-10",NA,NA,NA,"TBD","TBD","United Arab Emirates","AE","TBD","TBD","United Arab Emirates",0.95
"10591224","NULL",0.81,"NULL","GE","CT","2018-04-10 18:01:26",148331,"Unknown","148331","USD","","NULL","NULL","North Rhine-Westphalia","Germany","GE Healthcare","LightSpeed VCT XT","2008","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-vct-xt/851699484.item","CT Scanner LightSpeed VCT XT GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed VCT XT CT Scanner LightSpeed VCT XT GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed VCT XT GE Healthcare","Lightspeed VCT 64","2018-04-10",NA,NA,NA,"TBD","TBD","Germany","DE","TBD","TBD","North Rhine-Westphalia Germany",0.98
"10591227","NULL",0.82,"NULL","GE","CT","2018-04-10 18:01:26",220000,"Unknown","220000","USD","","NULL","NULL","Istanbul","Turkey","GE Healthcare","LightSpeed VCT 64","2010","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-vct-64/318032091.item","CT Scanner LightSpeed VCT 64 GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed VCT 64 CT Scanner LightSpeed VCT 64 GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed VCT 64 GE Healthcare","Lightspeed VCT 64","2018-04-10",NA,NA,NA,"TBD","TBD","Turkey","TR","TBD","TBD","Istanbul Turkey",1
"10591234","NULL",0.81,"NULL","Siemens","CT","2018-04-10 18:01:26",76638,"Unknown","76638","USD","","NULL","NULL","NULL","Cyprus","Siemens","SOMATOM Emotion 6","2003","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/siemens/somatom-emotion-6/451609724.item","CT Scanner SOMATOM Emotion 6 Siemens","NULL","NULL","medicalDB180409.csv","CT Scanner Siemens SOMATOM Emotion 6 CT Scanner SOMATOM Emotion 6 Siemens  ",2018-04-10,"CT Scanner SOMATOM Emotion 6 Siemens","Emotion 6","2018-04-10",NA,NA,NA,"TBD","TBD","Cyprus","CY","TBD","TBD","Cyprus",1
"10591349","NULL",1,"NULL","GE","CT","2018-04-10 18:01:31",65000,"Unknown","65000","USD","","NULL","NULL","Ohio","United States","GE Healthcare","LightSpeed VCT 64","2006","NULL","NULL",1,"","NULL","NULL","NULL","NULL","NULL","NULL","medicalDB180409.csv","Medwow","Website","http://www.medwow.com/used-ct-scanner/ge-healthcare/lightspeed-vct-64/737553223.item","CT Scanner LightSpeed VCT 64 GE Healthcare","NULL","NULL","medicalDB180409.csv","CT Scanner GE Healthcare LightSpeed VCT 64 CT Scanner LightSpeed VCT 64 GE Healthcare  ",2018-04-10,"CT Scanner LightSpeed VCT 64 GE Healthcare","Lightspeed VCT 64","2018-04-10",NA,NA,NA,"TBD","TBD","United States","US","TBD","TBD","Ohio United States",1
